deso,bilar_i_trafik,,"Personbilar i trafik efter Ã¥r, region och status"
0187C1010,688,,
0187C1020,689,,
0187C1030,934,,
0187C1040,364,,
0187C1050,655,,
0187C1060,688,,
0188A0010,645,,
0188A0020,962,,
0188A0030,1059,,
0188A0040,1416,,
0188A0050,807,,
0188A0060,1383,,
0188A0070,1019,,
0188A0080,764,,
0188A0090,774,,
0188A0100,718,,
0188A0110,710,,
0188A0120,837,,
0188A0130,742,,
0188A0140,998,,
0188A0150,710,,
0188A0160,992,,
0188A0170,722,,
0188A0180,1112,,
0188A0190,787,,
0188B2010,677,,
0188B2020,671,,
0188B2030,892,,
0188B3010,779,,
0188B3020,471,,
0188B3030,785,,
0188B4010,736,,
0188B5010,791,,
0188C1010,930,,
0188C1020,533,,
0188C1030,780,,
0188C1040,774,,
0188C1050,867,,
0188C1060,1518,,
0188C1070,522,,
0188C1080,1008,,
0188C1090,611,,
0188C1100,968,,
0188C1110,1074,,
0191A0010,832,,
0191A0020,938,,
0191A0030,934,,
0191A0040,793,,
0191B2010,937,,
0191B2020,643,,
0191B2030,1140,,
0191B2040,914,,
0191B2050,640,,
0191B3010,815,,
0191C1010,963,,
0191C1020,590,,
0191C1030,440,,
0191C1040,592,,
0191C1050,487,,
0191C1060,715,,
0191C1070,512,,
0191C1080,1354,,
0191C1090,614,,
0191C1100,552,,
0191C1110,549,,
0191C1120,862,,
0191C1130,470,,
0191C1140,832,,
0192A0010,946,,
0192A0020,1291,,
0192A0030,790,,
0192A0040,1317,,
0192B2010,793,,
0192B2020,734,,
0192B3010,680,,
0192C1010,486,,
0192C1020,551,,
0192C1030,595,,
0192C1040,723,,
0192C1050,350,,
0192C1060,693,,
0192C1070,549,,
0192C1080,428,,
0192C1090,620,,
0192C1100,477,,
0305A0010,1642,,
0305B2010,1208,,
0305C1010,1473,,
0305C1020,657,,
0305C1030,1359,,
0305C1040,544,,
0305C1050,1106,,
0305C1060,1057,,
0305C1070,828,,
0305C1080,728,,
0319A0010,974,,
0319B2010,905,,
0319C1010,955,,
0319C1020,1015,,
0319C1030,999,,
0330A0010,989,,
0330A0020,1412,,
0330A0030,809,,
0330C1010,747,,
0330C1020,881,,
0330C1030,1156,,
0330C1040,776,,
0330C1050,555,,
0330C1060,579,,
0330C1070,939,,
0331A0010,655,,
0331A0020,1207,,
0331A0030,913,,
0331A0040,519,,
0331A0050,625,,
0331B2010,946,,
0331B3010,688,,
0331B4010,633,,
0331C1010,814,,
0331C1020,650,,
0360A0010,666,,
0360A0020,779,,
0360A0030,736,,
0360A0040,1153,,
0360A0050,1033,,
0360A0060,710,,
0360A0070,642,,
0360B2010,1084,,
0360B3010,669,,
0360B4010,664,,
0360C1010,966,,
0360C1020,861,,
0360C1030,702,,
0380A0010,948,,
0380A0020,1510,,
0380A0030,1168,,
0380A0040,1268,,
0380A0050,1124,,
0380A0060,1213,,
0380A0070,756,,
0380A0080,1016,,
0380A0090,757,,
0380A0100,714,,
0380A0110,677,,
0380A0120,1532,,
0380A0130,1038,,
0380A0140,984,,
0380A0150,1597,,
0380A0160,1506,,
0380B2010,664,,
0380B2020,430,,
0380B2030,712,,
0380B2040,671,,
0380B3010,692,,
0380B3020,508,,
0380B3030,668,,
0380B4010,866,,
0380B4020,790,,
0380B5010,1553,,
0380B6010,964,,
0380B7010,656,,
0380B8010,609,,
0380C1010,539,,
0380C1020,650,,
0380C1030,690,,
0380C1040,702,,
0380C1050,886,,
0380C1060,484,,
0380C1070,368,,
0380C1080,350,,
0380C1090,331,,
0380C1100,269,,
0380C1110,431,,
0380C1120,406,,
0380C1130,225,,
0380C1140,448,,
0380C1150,350,,
0380C1160,275,,
0380C1170,398,,
0380C1180,339,,
0380C1190,482,,
0380C1200,458,,
0380C1210,720,,
0380C1220,623,,
0380C1230,572,,
0380C1240,544,,
0380C1250,562,,
0380C1260,722,,
0380C1270,384,,
0380C1280,429,,
0380C1290,537,,
0380C1300,313,,
0380C1310,307,,
0380C1320,434,,
0380C1330,929,,
0380C1340,418,,
0380C1350,722,,
0380C1360,541,,
0380C1370,389,,
0380C1380,264,,
0380C1390,548,,
0380C1400,850,,
0380C1410,333,,
0380C1420,126,,
0380C1430,147,,
0380C1440,296,,
0380C1450,283,,
0380C1460,11,,
0380C1470,664,,
0380C1480,1254,,
0380C1490,410,,
0380C1500,396,,
0380C1510,375,,
0380C1520,87,,
0380C1530,316,,
0380C1540,102,,
0380C1550,64,,
0380C1560,586,,
0380C1570,318,,
0380C1580,294,,
0380C1590,297,,
0380C1600,412,,
0380C1610,270,,
0380C1620,378,,
0380C1630,532,,
0380C1640,373,,
0380C1650,406,,
0380C1660,319,,
0380C1670,337,,
0380C1680,497,,
0380C1690,211,,
0380C1700,483,,
0380C1710,430,,
0380C1720,389,,
0380C1730,213,,
0380C1740,463,,
0380C1750,460,,
0380C1760,614,,
0380C1770,254,,
0380C1780,352,,
0380C1790,553,,
0380C1800,576,,
0380C1810,461,,
0380C1820,425,,
0380C1830,652,,
0380C1840,850,,
0380C1850,189,,
0380C1860,597,,
0380C1870,302,,
0380C1880,331,,
0380C1890,477,,
0380C1900,540,,
0380C1910,292,,
0380C1920,419,,
0380C1930,173,,
0380C1940,648,,
0380C1950,301,,
0380C1960,490,,
0380C1970,306,,
0380C1980,519,,
0380C1990,266,,
0380C2000,594,,
0380C2010,178,,
0380C2020,573,,
0380C2030,532,,
0380C2040,377,,
0380C2050,438,,
0380C2060,496,,
0380C2070,339,,
0380C2080,414,,
0380C2090,566,,
0380C2100,409,,
0380C2110,602,,
0380C2120,283,,
0380C2130,405,,
0380C2140,633,,
0380C2150,411,,
0380C2160,397,,
0380C2170,402,,
0380C2180,532,,
0380C2190,389,,
0380C2200,627,,
0380C2210,580,,
0381A0010,1388,,
0381A0020,694,,
0381A0030,617,,
0381A0040,637,,
0381A0050,1239,,
0381A0060,937,,
0381A0070,1541,,
0381A0080,1122,,
0381A0090,1160,,
0381B2010,903,,
0381B3010,1117,,
0381B4010,680,,
0381B5010,543,,
0381C1010,863,,
0381C1020,1076,,
0381C1030,856,,
0381C1040,1141,,
0381C1050,1020,,
0381C1060,811,,
0381C1070,747,,
0381C1080,967,,
0381C1090,762,,
0381C1100,604,,
0381C1110,739,,
0381C1120,735,,
0382A0010,1197,,
0382A0020,868,,
0382A0030,819,,
0382A0040,1019,,
0382A0050,985,,
0382B2010,506,,
0382B2020,718,,
0382B3010,811,,
0382B3020,510,,
0382B4010,640,,
0382B4020,650,,
0382B5010,796,,
0382C1010,948,,
0382C1020,767,,
0382C1030,671,,
0428A0010,737,,
0428A0020,880,,
0428A0030,1242,,
0428C1010,508,,
0428C1020,461,,
0428C1030,1045,,
0461A0010,594,,
0461A0020,795,,
0461A0030,530,,
0461A0040,1006,,
0461C1010,754,,
0461C1020,737,,
0461C1030,455,,
0461C1040,704,,
0480A0010,538,,
0480A0020,749,,
0480A0030,920,,
0480A0040,819,,
0480A0050,764,,
0480A0060,715,,
0480A0070,1330,,
0480A0080,1167,,
0480A0090,882,,
0480B2010,651,,
0480B2020,770,,
0480B3010,1124,,
0480B4010,540,,
0480C1010,1291,,
0480C1020,686,,
0480C1030,544,,
0480C1040,1096,,
0480C1050,804,,
0480C1060,1162,,
0480C1070,987,,
0480C1080,594,,
0480C1090,1084,,
0480C1100,764,,
0480C1110,992,,
0480C1120,890,,
0480C1130,651,,
0480C1140,953,,
0480C1150,634,,
0480C1160,438,,
0480C1170,431,,
0480C1180,920,,
0480C1190,1301,,
0481C1010,1063,,
0481C1020,709,,
0481C1030,836,,
0481C1040,689,,
0481C1050,596,,
0481C1060,802,,
0481C1070,847,,
0482A0010,1046,,
0482A0020,1035,,
0482A0030,1075,,
0482B2010,889,,
0482B3010,811,,
0482C1010,534,,
0482C1020,685,,
0482C1030,496,,
0482C1040,875,,
0482C1050,513,,
0483A0010,950,,
0483A0020,1021,,
0483A0030,600,,
0483A0040,1145,,
0483A0050,1005,,
0483A0060,818,,
0483B2010,818,,
0483C1010,527,,
0483C1020,579,,
0483C1030,733,,
0483C1040,856,,
0483C1050,531,,
0483C1060,1213,,
0483C1070,511,,
0483C1080,892,,
0483C1090,630,,
0483C1100,619,,
0483C1110,690,,
0483C1120,541,,
0483C1130,568,,
0483C1140,614,,
0484A0010,1027,,
0484A0020,630,,
0484A0030,976,,
0484A0040,829,,
0484A0050,1443,,
0484A0060,1494,,
0484A0070,940,,
0484B2010,900,,
0484B3010,727,,
0484B4010,718,,
0484B5010,517,,
0484C1010,703,,
0484C1020,846,,
0484C1030,1450,,
0484C1040,995,,
0484C1050,453,,
0484C1060,709,,
0484C1070,574,,
0484C1080,240,,
0484C1090,469,,
0484C1100,208,,
0484C1110,571,,
0484C1120,487,,
0484C1130,675,,
0484C1140,824,,
0484C1150,548,,
0484C1160,993,,
0484C1170,645,,
0484C1180,612,,
0484C1190,372,,
0484C1200,589,,
0484C1210,830,,
0484C1220,448,,
0484C1230,296,,
0484C1240,677,,
0484C1250,657,,
0484C1260,680,,
0484C1270,495,,
0484C1280,930,,
0484C1290,546,,
0484C1300,979,,
0484C1310,658,,
0484C1320,590,,
0484C1330,688,,
0484C1340,1188,,
0484C1350,856,,
0484C1360,380,,
0484C1370,213,,
0484C1380,867,,
0484C1390,506,,
0484C1400,955,,
0484C1410,577,,
0484C1420,843,,
0484C1430,624,,
0484C1440,1093,,
0484C1450,790,,
0484C1460,909,,
0484C1470,885,,
0484C1480,586,,
0484C1490,1580,,
0484C1500,1572,,
0486A0010,999,,
0486A0020,464,,
0486A0030,702,,
0486A0040,851,,
0486A0050,604,,
0486A0060,447,,
0486A0070,885,,
0486A0080,838,,
0486B2010,586,,
0486B2020,660,,
0486B2030,766,,
0486B3010,758,,
0486B3020,812,,
0486B4010,704,,
0486B4020,570,,
0486C1010,668,,
0486C1020,851,,
0486C1030,1001,,
0486C1040,675,,
0486C1050,803,,
0486C1060,697,,
0486C1070,797,,
0486C1080,1128,,
0486C1090,1370,,
0488A0010,924,,
0488A0020,613,,
0488B2010,755,,
0488B2020,648,,
0488B2030,543,,
0488C1010,1138,,
0488C1020,896,,
0488C1030,1592,,
0509A0010,847,,
0509A0020,855,,
0509C1010,545,,
0509C1020,765,,
0512A0010,792,,
0512A0020,895,,
0512C1010,405,,
0513A0010,789,,
0513A0020,939,,
0513A0030,806,,
0513B2010,553,,
0513B2020,614,,
0513C1010,677,,
0513C1020,315,,
0513C1030,843,,
0560A0010,1378,,
0560C1010,1014,,
0560C1020,691,,
0561A0010,733,,
0561A0020,554,,
0561A0030,604,,
0561B2010,646,,
0561C1010,618,,
0561C1020,594,,
0561C1030,910,,
0561C1040,712,,
0561C1050,722,,
0562A0010,609,,
0562A0020,903,,
0562A0030,1037,,
0562A0040,646,,
0562A0050,903,,
0562A0060,737,,
0562C1010,941,,
0562C1020,659,,
0562C1030,774,,
0562C1040,725,,
0562C1050,686,,
0562C1060,854,,
0562C1070,836,,
0562C1080,972,,
0563A0010,573,,
0563A0020,501,,
0563A0030,1162,,
0563B2010,585,,
0563C1010,744,,
0563C1020,578,,
0580A0010,1578,,
0580A0020,1163,,
0580A0030,1140,,
0580A0040,472,,
0580A0050,1197,,
0580A0060,1115,,
0580A0070,827,,
0580A0080,647,,
0580A0090,945,,
0580A0100,822,,
0580A0110,722,,
0580A0120,684,,
0580A0130,563,,
0580B2010,698,,
0580B2020,845,,
0580B2030,850,,
0580B2040,794,,
0580B2050,1067,,
0580B3010,757,,
0580B3020,642,,
0580B4010,810,,
0580B4020,671,,
0580B5010,1198,,
0580B6010,562,,
0580B6020,965,,
0580C1010,914,,
0580C1020,826,,
0580C1030,542,,
0580C1040,674,,
0580C1050,716,,
0580C1060,542,,
0580C1070,631,,
0580C1080,739,,
0580C1090,647,,
0580C1100,617,,
0580C1110,845,,
0580C1120,716,,
0580C1130,765,,
0580C1140,752,,
0580C1150,666,,
0580C1160,559,,
0580C1170,609,,
0580C1180,616,,
0580C1190,804,,
0580C1200,677,,
0580C1210,618,,
0580C1220,409,,
0580C1230,1440,,
0580C1240,656,,
0580C1250,394,,
0580C1260,447,,
0580C1270,413,,
0580C1280,550,,
0580C1290,749,,
0580C1300,568,,
0580C1310,777,,
0580C1320,603,,
0580C1330,525,,
0580C1340,630,,
0580C1350,563,,
0580C1360,427,,
0580C1370,540,,
0580C1380,372,,
0580C1390,408,,
0580C1400,300,,
0580C1410,589,,
0580C1420,791,,
0580C1430,589,,
0580C1440,397,,
0580C1450,421,,
0580C1460,62,,
0580C1470,541,,
0580C1480,435,,
0580C1490,635,,
0580C1500,494,,
0580C1510,414,,
0580C1520,445,,
0580C1530,701,,
0580C1540,663,,
0580C1550,465,,
0580C1560,570,,
0580C1570,514,,
0580C1580,1014,,
0580C1590,513,,
0580C1600,888,,
0580C1610,434,,
0580C1620,490,,
0580C1630,465,,
0580C1640,633,,
0580C1650,753,,
0580C1660,351,,
0580C1670,376,,
0580C1680,329,,
0580C1690,818,,
0581A0010,932,,
0581A0020,1015,,
0581A0030,1120,,
0581A0040,1044,,
0581A0050,946,,
0581A0060,1489,,
0581A0070,1192,,
0581A0080,734,,
0581A0090,601,,
0581A0100,1081,,
0581B2010,915,,
0581B2020,625,,
0581B2030,741,,
0581B2040,781,,
0581B2050,518,,
0581B3010,917,,
0581B3020,900,,
0581B3030,1330,,
0581B4010,643,,
0581B4020,1068,,
0581B4030,1042,,
0581B5010,907,,
0581B5020,1200,,
0581C1010,459,,
0581C1020,742,,
0581C1030,642,,
0581C1040,412,,
0581C1050,762,,
0581C1060,965,,
0581C1070,706,,
0581C1080,896,,
0581C1090,666,,
0581C1100,282,,
0581C1110,582,,
0581C1120,505,,
0581C1130,205,,
0581C1140,812,,
0581C1150,620,,
0581C1160,285,,
0581C1170,439,,
0581C1180,553,,
0581C1190,923,,
0581C1200,972,,
0581C1210,869,,
0581C1220,735,,
0581C1230,702,,
0581C1240,692,,
0581C1250,879,,
0581C1260,774,,
0581C1270,697,,
0581C1280,780,,
0581C1290,870,,
0581C1300,677,,
0581C1310,619,,
0581C1320,563,,
0581C1330,579,,
0581C1340,429,,
0581C1350,532,,
0581C1360,710,,
0581C1370,542,,
0581C1380,568,,
0581C1390,499,,
0581C1400,384,,
0581C1410,498,,
0581C1420,678,,
0581C1430,600,,
0581C1440,686,,
0581C1450,1061,,
0581C1460,713,,
0581C1470,617,,
0581C1480,928,,
0581C1490,821,,
0581C1500,655,,
0581C1510,744,,
0581C1520,777,,
0581C1530,695,,
0581C1540,898,,
0581C1550,912,,
0581C1560,756,,
0582A0010,1411,,
0582A0020,1135,,
0582A0030,1049,,
0582B2010,700,,
0582C1010,630,,
0582C1020,678,,
0582C1030,837,,
0582C1040,562,,
0582C1050,793,,
0583A0010,987,,
0583A0020,650,,
0583A0030,873,,
0583A0040,665,,
0583A0050,962,,
0583A0060,723,,
0583A0070,1125,,
0583B2010,555,,
0583B2020,1029,,
0583C1010,1315,,
0583C1020,903,,
0583C1030,1085,,
0583C1040,1126,,
0583C1050,674,,
0583C1060,764,,
0583C1070,765,,
0583C1080,911,,
0583C1090,955,,
0583C1100,988,,
0583C1110,770,,
0583C1120,1093,,
0583C1130,1041,,
0583C1140,1052,,
0583C1150,671,,
0584A0010,1058,,
0584C1010,972,,
0584C1020,574,,
0584C1030,693,,
0584C1040,601,,
0586A0010,838,,
0586A0020,1015,,
0586A0030,997,,
0586A0040,869,,
0586C1010,630,,
0586C1020,604,,
0586C1030,977,,
0586C1040,584,,
0586C1050,578,,
0586C1060,594,,
0586C1070,725,,
0586C1080,897,,
0586C1090,855,,
0586C2010,872,,
0586C2020,836,,
0586C2030,903,,
0586C3010,681,,
0586C3020,1036,,
0604A0010,942,,
0604A0020,1097,,
0604C1010,1031,,
0604C1020,742,,
0617A0010,942,,
0617A0020,831,,
0617B2010,1001,,
0617C1010,618,,
0617C1020,829,,
0617C1030,589,,
0642A0010,990,,
0642C1010,946,,
0642C1020,957,,
0642C1030,1056,,
0643A0010,1211,,
0643A0020,1191,,
0643C1010,673,,
0643C1020,1084,,
0643C1030,828,,
0643C1040,921,,
0643C1050,713,,
0662A0010,622,,
0662A0020,831,,
0662A0030,1214,,
0662A0040,1014,,
0662B2010,1060,,
0662B2020,454,,
0662B2030,635,,
0662B3010,699,,
0662B4010,722,,
0662B5010,487,,
0662C1010,750,,
0662C1020,883,,
0662C1030,876,,
0662C1040,980,,
0662C1050,721,,
0662C1060,847,,
0662C1070,888,,
0662C1080,597,,
0662C1090,763,,
0665A0010,1063,,
0665A0020,844,,
0665A0030,932,,
0665C1010,806,,
0665C1020,935,,
0665C1030,1022,,
0665C2010,1095,,
0665C2020,962,,
0680A0010,1214,,
0680A0020,985,,
0680A0030,741,,
0680A0040,748,,
0680A0050,1423,,
0680A0060,816,,
0680A0070,1373,,
0680A0080,940,,
0680A0090,913,,
0680A0100,388,,
0680B2010,842,,
0680B2020,640,,
0680B3010,961,,
0680B3020,545,,
0680B4010,567,,
0680B4020,735,,
0680C1010,737,,
0680C1020,924,,
0680C1030,810,,
0680C1040,1191,,
0680C1050,1308,,
0680C1060,1015,,
0680C1070,864,,
0680C1080,1046,,
0680C1090,298,,
0680C1100,385,,
0680C1110,989,,
0680C1120,776,,
0680C1130,1000,,
0680C1140,691,,
0680C1150,732,,
0680C1160,1341,,
0680C1170,536,,
0680C1180,1309,,
0680C1190,830,,
0680C1200,1059,,
0680C1210,1362,,
0680C1220,711,,
0680C1230,573,,
0680C1240,764,,
0680C1250,632,,
0680C1260,994,,
0680C1270,631,,
0680C1280,900,,
0680C1290,729,,
0680C1300,726,,
0680C1310,626,,
0680C1320,599,,
0680C1330,750,,
0680C1340,758,,
0680C1350,688,,
0680C1360,648,,
0680C1370,622,,
0680C1380,736,,
0680C1390,933,,
0680C1400,573,,
0680C1410,535,,
0680C1420,745,,
0680C1430,672,,
0680C1440,532,,
0680C1450,723,,
0680C1460,769,,
0680C1470,775,,
0680C1480,1030,,
0680C1490,756,,
0680C1500,1158,,
0680C1510,956,,
0680C1520,1210,,
0680C1530,1087,,
0680C1540,1113,,
0680C1550,1145,,
0680C1560,1279,,
0680C1570,993,,
0680C1580,1025,,
0682A0010,587,,
0682A0020,1156,,
0682A0030,712,,
0682A0040,919,,
0682A0050,712,,
0682A0060,881,,
0682B2010,736,,
0682B2020,442,,
0682B3010,593,,
0682B3020,395,,
0682B4010,571,,
0682C1010,737,,
0682C1020,799,,
0682C1030,819,,
0682C1040,1088,,
0682C1050,865,,
0682C1060,966,,
0682C1070,1118,,
0682C1080,608,,
0682C1090,920,,
0683A0010,745,,
0683A0020,522,,
0683A0030,1268,,
0683A0040,913,,
0683A0050,824,,
0683A0060,976,,
0683B2010,710,,
0683B3010,755,,
0683B4010,810,,
0683B5010,797,,
0683C1010,461,,
0683C1020,711,,
0683C1030,810,,
0683C1040,748,,
0683C1050,942,,
0683C1060,499,,
0683C1070,1125,,
0683C1080,1047,,
0683C1090,711,,
0683C1100,685,,
0683C1110,570,,
0683C1120,933,,
0684A0010,1207,,
0684A0020,1055,,
0684B2010,792,,
0684B3010,532,,
0684C1010,646,,
0684C1020,780,,
0684C1030,1190,,
0685A0010,995,,
0685A0020,805,,
0685A0030,755,,
0685A0040,541,,
0685A0050,775,,
0685A0060,1221,,
0685A0070,625,,
0685B2010,843,,
0685B3010,773,,
0685B4010,737,,
0685C1010,1593,,
0685C1020,926,,
0685C1030,593,,
0685C1040,764,,
0685C1050,993,,
0685C1060,867,,
0685C1070,1012,,
0686A0010,1199,,
0686A0020,609,,
0686A0030,1359,,
0686B2010,741,,
0686C1010,790,,
0686C1020,844,,
0686C1030,791,,
0686C1040,754,,
0686C1050,1036,,
0686C1060,708,,
0687A0010,645,,
0687A0020,693,,
0687A0030,899,,
0687C1010,943,,
0687C1020,864,,
0687C1030,924,,
0687C1040,1061,,
0687C1050,629,,
0687C1060,740,,
0687C1070,765,,
0687C1080,363,,
0760A0010,1456,,
0760A0020,685,,
0760B2010,861,,
0760B3010,714,,
0760C1010,467,,
0760C1020,737,,
0761A0010,821,,
0761B2010,774,,
0761B2020,754,,
0761B3010,436,,
0761C1010,568,,
0761C1020,628,,
0763A0010,643,,
0763A0020,485,,
0763A0030,980,,
0763A0040,1201,,
0763A0050,1210,,
0763B2010,741,,
0763C1010,779,,
0763C1020,776,,
0764A0010,721,,
0764A0020,980,,
0764A0030,873,,
0764A0040,941,,
0764A0050,864,,
0764B2010,504,,
0764B2020,776,,
0764B3010,931,,
0764C1010,873,,
0764C1020,690,,
0764C1030,822,,
0764C1040,642,,
0764C1050,839,,
0765A0010,838,,
0765A0020,1557,,
0765A0030,967,,
0765B2010,828,,
0765C1010,832,,
0765C1020,889,,
0765C1030,755,,
0765C1040,881,,
0765C1050,1043,,
0767A0010,1385,,
0767B2010,1013,,
0767B2020,384,,
0767C1010,1149,,
0767C1020,994,,
0767C1030,390,,
0780A0010,653,,
0780A0020,1023,,
0780A0030,1406,,
0780A0040,1155,,
0780A0050,767,,
0780A0060,1199,,
0780A0070,1168,,
0780A0080,1052,,
0780B2010,668,,
0780B2020,469,,
0780B3010,969,,
0780B4010,713,,
0780B5010,772,,
0780B6010,812,,
0780C1010,1014,,
0780C1020,1429,,
0780C1030,436,,
0780C1040,711,,
0780C1050,155,,
0780C1060,1131,,
0780C1070,503,,
0780C1080,624,,
0780C1090,909,,
0780C1100,886,,
0780C1110,491,,
0780C1120,683,,
0780C1130,662,,
0780C1140,748,,
0780C1150,605,,
0780C1160,815,,
0780C1170,934,,
0780C1180,618,,
0780C1190,947,,
0780C1200,1236,,
0780C1210,996,,
0780C1220,792,,
0780C1230,526,,
0780C1240,553,,
0780C1250,710,,
0780C1260,983,,
0780C1270,682,,
0780C1280,540,,
0780C1290,774,,
0780C1300,923,,
0780C1310,1094,,
0780C1320,1003,,
0780C1330,726,,
0780C1340,1061,,
0780C1350,652,,
0780C1360,961,,
0781A0010,1385,,
0781A0020,1159,,
0781A0030,1417,,
0781A0040,1426,,
0781A0050,1195,,
0781B2010,906,,
0781C1010,648,,
0781C1020,788,,
0781C1030,1071,,
0781C1040,1079,,
0781C1050,1119,,
0781C1060,979,,
0781C1070,1055,,
0781C1080,858,,
0821A0010,736,,
0821A0020,630,,
0821A0030,680,,
0821C1010,920,,
0834A0010,646,,
0834A0020,1254,,
0834B2010,658,,
0834B3010,525,,
0834C1010,1154,,
0840A0010,586,,
0840A0020,982,,
0840A0030,1405,,
0840B2010,1339,,
0840B2020,933,,
0840B2030,777,,
0840B2040,1018,,
0840B2050,1141,,
0840C1010,925,,
0860A0010,764,,
0860A0020,773,,
0860A0030,688,,
0860A0040,643,,
0860B2010,929,,
0860B3010,1017,,
0860C1010,571,,
0860C1020,773,,
0860C1030,1300,,
0861A0010,797,,
0861A0020,748,,
0861A0030,791,,
0861B2010,461,,
0861B2020,795,,
0861B3010,847,,
0861C1010,756,,
0861C1020,678,,
0861C1030,613,,
0861C1040,820,,
0862A0010,1081,,
0862A0020,565,,
0862A0030,1087,,
0862C1010,667,,
0862C1020,865,,
0862C1030,928,,
0880A0010,989,,
0880A0020,502,,
0880A0030,615,,
0880A0040,720,,
0880A0050,856,,
0880A0060,1064,,
0880A0070,1766,,
0880B2010,922,,
0880B2020,719,,
0880B2030,582,,
0880B2040,768,,
0880B3010,695,,
0880B3020,1249,,
0880B4010,948,,
0880C1010,685,,
0880C1020,869,,
0880C1030,772,,
0880C1040,636,,
0880C1050,698,,
0880C1060,390,,
0880C1070,723,,
0880C1080,649,,
0880C1090,835,,
0880C1100,746,,
0880C1110,556,,
0880C1120,635,,
0880C1130,474,,
0880C1140,333,,
0880C1150,577,,
0880C1160,448,,
0880C1170,1014,,
0880C1180,1162,,
0880C1190,1018,,
0880C1200,1417,,
0880C1210,656,,
0880C1220,596,,
0880C1230,653,,
0880C1240,670,,
0880C1250,700,,
0880C1260,961,,
0880C1270,602,,
0880C1280,751,,
0881A0010,657,,
0881A0020,740,,
0881A0030,1555,,
0881A0040,872,,
0881B2010,546,,
0881C1010,963,,
0881C1020,854,,
0881C1030,871,,
0881C1040,610,,
0881C1050,747,,
0881C1060,737,,
0881C1070,611,,
0881C1080,1078,,
0882A0010,1563,,
