deso,swedish,foreign,total
2062C1010,1683,104,1787
2062C1020,2031,215,2246
2062C1030,1237,331,1568
2062C1040,1080,203,1283
2062C1050,1895,350,2245
2062C1060,1446,104,1550
2062C1070,1319,373,1692
2062C1080,2169,154,2323
2080A0010,1706,134,1840
2080A0020,1957,143,2100
2080A0030,1636,122,1758
2080A0040,1276,64,1340
2080A0050,1402,168,1570
2080A0060,1052,78,1130
2080B2010,1068,50,1118
2080B2020,911,37,948
2080B3010,1860,174,2034
2080B4010,1798,126,1924
2080B5010,1676,227,1903
2080C1010,1204,183,1387
2080C1020,1247,202,1449
2080C1030,2630,307,2937
2080C1040,2032,398,2430
2080C1050,1154,89,1243
2080C1060,1660,422,2082
2080C1070,1437,400,1837
2080C1080,1413,248,1661
2080C1090,951,576,1527
2080C1100,1479,217,1696
2080C1110,1102,537,1639
2080C1120,1520,132,1652
2080C1130,1447,176,1623
2080C1140,1139,258,1397
2080C1150,947,128,1075
2080C1160,1050,114,1164
2080C1170,1034,115,1149
2080C1180,1323,134,1457
2080C1190,1451,161,1612
2080C1200,1385,120,1505
2080C1210,1128,621,1749
2080C1220,1274,134,1408
2080C1230,1035,137,1172
2080C1240,1306,697,2003
2080C1250,935,76,1011
2080C1260,2002,286,2288
2081A0010,735,47,782
2081A0020,2326,186,2512
2081A0030,2014,100,2114
2081B2010,1023,82,1105
2081C1010,1668,133,1801
2081C1020,1424,138,1562
2081C1030,1884,245,2129
2081C1040,1599,222,1821
2081C1050,1513,255,1768
2081C1060,1937,285,2222
2081C1070,998,1076,2074
2081C1080,1595,735,2330
2081C1090,1504,380,1884
2081C1100,1634,473,2107
2081C1110,1698,186,1884
2081C1120,847,1065,1912
2081C1130,1170,441,1611
2081C1140,378,2199,2577
2081C1150,1088,886,1974
2081C1160,1455,243,1698
2081C1170,1226,1191,2417
2081C1180,917,1587,2504
2081C1190,1534,231,1765
2081C1200,1648,213,1861
2081C1210,2040,357,2397
2081C1220,1661,121,1782
2081C1230,1392,193,1585
2082A0010,1233,79,1312
2082A0020,879,43,922
2082A0030,2103,162,2265
2082B2010,810,69,879
2082B2020,1045,57,1102
2082C1010,1418,352,1770
2082C1020,1170,150,1320
2082C1030,1463,238,1701
2083A0010,994,62,1056
2083A0020,972,150,1122
2083A0030,753,188,941
2083A0040,1287,84,1371
2083A0050,1472,157,1629
2083B2010,1195,372,1567
2083C1010,1514,530,2044
2083C1020,1614,452,2066
2083C1030,1454,397,1851
2083C1040,1361,435,1796
2084A0010,1303,133,1436
2084A0020,1821,177,1998
2084A0030,1171,127,1298
2084B2010,878,221,1099
2084C1010,706,532,1238
2084C1020,731,625,1356
2084C1030,1849,255,2104
2084C1040,1288,721,2009
2084C1050,1580,721,2301
2084C1060,1764,451,2215
2084C1070,1233,742,1975
2084C1080,1250,157,1407
2084C1090,2239,257,2496
2085A0010,1093,121,1214
2085A0020,577,126,703
2085A0030,1051,86,1137
2085A0040,2088,224,2312
2085B2010,1282,265,1547
2085B2020,897,137,1034
2085B2030,710,127,837
2085B3010,738,59,797
2085B3020,1064,128,1192
2085C1010,1399,326,1725
2085C1020,1537,327,1864
2085C1030,1206,815,2021
2085C1040,1112,490,1602
2085C1050,931,462,1393
2085C1060,1142,595,1737
2085C1070,875,223,1098
2085C1080,830,1057,1887
2085C1090,1609,644,2253
2101A0010,722,61,783
2101A0020,1691,207,1898
2101C1010,1356,300,1656
2101C1020,1112,372,1484
2104A0010,1817,105,1922
2104A0020,925,102,1027
2104C1010,1576,281,1857
2104C1020,1509,657,2166
2104C1030,1849,651,2500
2121A0010,1533,88,1621
2121A0020,2045,85,2130
2121B2010,1374,87,1461
2121B2020,1094,372,1466
2121C1010,2134,343,2477
2121C1020,772,34,806
2121C1030,1415,246,1661
2132A0010,1737,208,1945
2132A0020,1536,174,1710
2132A0030,857,59,916
2132A0040,905,45,950
2132A0050,1095,138,1233
2132B2010,1163,143,1306
2132C1010,1160,267,1427
2161A0010,1559,80,1639
2161A0020,1001,47,1048
2161A0030,1600,189,1789
2161A0040,896,52,948
2161A0050,1602,98,1700
2161B2010,1489,132,1621
2161B3010,1427,131,1558
2161C1010,942,110,1052
2161C1020,1522,136,1658
2161C1030,1056,762,1818
2161C1040,1177,274,1451
2161C1050,1340,196,1536
2161C1060,914,39,953
2180A0010,1139,72,1211
2180A0020,1791,100,1891
2180A0030,2128,150,2278
2180A0040,809,50,859
2180B2010,1591,136,1727
2180B3010,1381,117,1498
2180B4010,1031,98,1129
2180B5010,830,119,949
2180C1010,1500,241,1741
2180C1020,1791,90,1881
2180C1030,1403,127,1530
2180C1040,951,324,1275
2180C1050,1785,132,1917
2180C1060,1888,333,2221
2180C1070,1893,214,2107
2180C1080,627,2021,2648
2180C1090,1164,629,1793
2180C1100,1531,165,1696
2180C1110,1734,662,2396
2180C1120,866,81,947
2180C1130,1336,215,1551
2180C1140,1354,344,1698
2180C1150,1600,269,1869
2180C1160,1558,327,1885
2180C1170,1647,302,1949
2180C1180,1368,658,2026
2180C1190,1713,317,2030
2180C1200,1964,371,2335
2180C1210,1812,206,2018
2180C1220,1554,399,1953
2180C1230,1845,530,2375
2180C1240,1581,531,2112
2180C1250,1495,482,1977
2180C1260,1412,221,1633
2180C1270,1175,278,1453
2180C1280,1311,737,2048
2180C1290,1037,264,1301
2180C1300,1577,288,1865
2180C1310,1368,900,2268
2180C1320,2226,132,2358
2180C1330,1375,232,1607
2180C1340,655,1387,2042
2180C1350,1584,282,1866
2180C1360,1567,1102,2669
2180C1370,1136,675,1811
2180C1380,1439,589,2028
2180C1390,947,2103,3050
2180C1400,1514,539,2053
2180C1410,1391,1122,2513
2180C1420,2190,243,2433
2180C1430,2856,269,3125
2180C1440,2083,122,2205
2180C1450,1947,83,2030
2180C1460,1556,107,1663
2181A0010,1129,97,1226
2181A0020,1087,54,1141
2181A0030,866,80,946
2181A0040,1798,156,1954
2181A0050,1340,237,1577
2181B2010,976,102,1078
2181B2020,1337,151,1488
2181B2030,1030,98,1128
2181B3010,1692,172,1864
2181B4010,992,74,1066
2181C1010,2083,251,2334
2181C1020,1473,282,1755
2181C1030,1178,671,1849
2181C1040,1657,282,1939
2181C1050,377,926,1303
2181C1060,1003,331,1334
2181C1070,582,1340,1922
2181C1080,793,386,1179
2181C1090,1708,413,2121
2181C1100,1413,456,1869
2181C1110,702,414,1116
2181C1120,798,229,1027
2181C1130,1740,642,2382
2181C1140,381,970,1351
2181C1150,1942,207,2149
2182A0010,1267,140,1407
2182A0020,1426,88,1514
2182A0030,2563,144,2707
2182B2010,956,107,1063
2182B2020,1162,91,1253
2182B3010,1473,388,1861
2182B4010,1011,117,1128
2182C1010,1707,197,1904
2182C1020,1375,102,1477
2182C1030,1230,151,1381
2182C1040,1431,585,2016
2182C1050,1410,146,1556
2182C1060,548,851,1399
2182C1070,1582,652,2234
2182C1080,833,63,896
2182C1090,1065,397,1462
2183A0010,846,22,868
2183A0020,1696,80,1776
2183A0030,920,30,950
2183A0040,1717,87,1804
2183A0050,1196,60,1256
2183A0060,1830,97,1927
2183B2010,820,106,926
2183B2020,1152,105,1257
2183B3010,1405,142,1547
2183C1010,1729,151,1880
2183C1020,1153,353,1506
2183C1030,1613,229,1842
2183C1040,1163,168,1331
2183C1050,1110,1314,2424
2183C1060,1274,534,1808
2183C1070,1474,171,1645
2183C1080,1599,278,1877
2184A0010,1719,112,1831
2184A0020,828,47,875
2184A0030,1117,61,1178
2184A0040,1840,94,1934
2184A0050,1788,75,1863
2184A0060,977,75,1052
2184A0070,2245,210,2455
2184B2010,811,52,863
2184B2020,1120,273,1393
2184B2030,1615,404,2019
2184B3010,912,100,1012
2184B3020,1329,174,1503
2184B4010,1528,152,1680
2184B5010,1029,63,1092
2184C1010,892,51,943
2184C1020,1529,909,2438
2184C1030,1397,200,1597
2184C1040,1220,154,1374
2184C1050,2049,232,2281
2184C1060,1499,190,1689
2184C1070,1364,467,1831
2184C1080,1606,168,1774
2184C1090,1176,123,1299
2184C1100,1493,219,1712
2260A0010,1524,138,1662
2260A0020,1170,86,1256
2260A0030,1153,77,1230
2260B2010,667,99,766
2260B2020,1328,117,1445
2260C1010,1084,107,1191
2260C1020,1347,246,1593
2262A0010,1764,115,1879
2262A0020,883,74,957
2262B2010,2297,225,2522
2262C1010,1548,192,1740
2262C1020,1734,579,2313
2262C1030,1347,219,1566
2262C1040,1840,573,2413
2262C1050,2184,209,2393
2262C1060,1860,111,1971
2280A0010,1505,109,1614
2280A0020,1053,65,1118
2280A0030,1175,116,1291
2280A0040,1197,174,1371
2280B2010,965,81,1046
2280C1010,959,208,1167
2280C1020,1612,285,1897
2280C1030,1004,253,1257
2280C1040,1262,268,1530
2280C1050,1337,322,1659
2280C1060,694,436,1130
2280C1070,1052,120,1172
2280C1080,1305,444,1749
2280C1090,1167,501,1668
2280C1100,1441,340,1781
2280C1110,1324,697,2021
2280C1120,1264,144,1408
2281A0010,2126,126,2252
2281A0020,1746,71,1817
2281A0030,1218,76,1294
2281A0040,1386,107,1493
2281A0050,1326,87,1413
2281A0060,1324,79,1403
2281A0070,1596,76,1672
2281A0080,1669,82,1751
2281A0090,1011,95,1106
2281B2010,1142,63,1205
2281B2020,1613,95,1708
2281B2030,1628,114,1742
2281B2040,1449,190,1639
2281B2050,948,153,1101
2281B2060,936,73,1009
2281B2070,931,98,1029
2281B2080,1483,975,2458
2281B3010,621,51,672
2281B3020,1396,70,1466
2281B3030,1412,54,1466
2281B3040,1201,63,1264
2281B4010,1367,97,1464
2281C1010,2341,151,2492
2281C1020,1704,356,2060
2281C1030,1999,210,2209
2281C1040,1751,232,1983
2281C1050,1631,173,1804
2281C1060,1310,90,1400
2281C1070,1026,1329,2355
2281C1080,1299,145,1444
2281C1090,968,192,1160
2281C1100,1945,315,2260
2281C1110,1120,228,1348
2281C1120,1211,373,1584
2281C1130,2559,587,3146
2281C1140,1131,1022,2153
2281C1150,832,1089,1921
2281C1160,1551,148,1699
2281C1170,1607,372,1979
2281C1180,1216,165,1381
2281C1190,1143,94,1237
2281C1200,1176,110,1286
2281C1210,1370,361,1731
2281C1220,1957,314,2271
2281C1230,1554,320,1874
2281C1240,1254,325,1579
2281C1250,1059,55,1114
2281C1260,1191,243,1434
2281C1270,1412,245,1657
2281C1280,1763,110,1873
2281C1290,1727,349,2076
2281C1300,2147,308,2455
2281C1310,2222,420,2642
2281C1320,1901,348,2249
2281C1330,1731,584,2315
2281C1340,818,330,1148
2281C1350,1812,82,1894
2281C1360,1271,453,1724
2282A0010,1381,169,1550
2282A0020,1104,148,1252
2282A0030,1396,228,1624
2282A0040,1380,243,1623
2282A0050,984,159,1143
2282A0060,753,75,828
2282B2010,786,161,947
2282B2020,771,127,898
2282B3010,1103,120,1223
2282C1010,1423,411,1834
2282C1020,1610,193,1803
2282C1030,1524,479,2003
2282C1040,831,345,1176
2283A0010,975,92,1067
2283A0020,770,49,819
2283A0030,701,84,785
2283A0040,987,124,1111
2283A0050,1135,112,1247
2283A0060,925,136,1061
2283A0070,1175,111,1286
2283A0080,1068,138,1206
2283B2010,1304,294,1598
2283C1010,1106,74,1180
2283C1020,913,467,1380
2283C1030,1287,373,1660
2283C1040,1338,294,1632
2283C1050,1303,105,1408
2283C1060,982,245,1227
2284A0010,1757,102,1859
2284A0020,740,48,788
2284A0030,1739,78,1817
2284A0040,1103,48,1151
2284A0050,1251,78,1329
2284A0060,1462,58,1520
2284A0070,1197,34,1231
2284A0080,831,152,983
2284A0090,1020,69,1089
2284A0100,1774,117,1891
2284A0110,1601,159,1760
2284B2010,1197,100,1297
2284B2020,1937,295,2232
2284B3010,1295,242,1537
2284B4010,1106,101,1207
2284C1010,1081,86,1167
2284C1020,1172,143,1315
2284C1030,1300,330,1630
2284C1040,1615,76,1691
2284C1050,1952,198,2150
2284C1060,1801,140,1941
2284C1070,1209,80,1289
2284C1080,1138,479,1617
2284C1090,1001,117,1118
2284C1100,1822,210,2032
2284C1110,1224,519,1743
2284C1120,1012,242,1254
2284C1130,1558,291,1849
2284C1140,1005,165,1170
2284C1150,914,728,1642
2284C1160,1870,134,2004
2284C1170,922,305,1227
2284C1180,1258,247,1505
2284C1190,1365,83,1448
2284C1200,1394,124,1518
2284C1210,1164,36,1200
2284C1220,1285,71,1356
2303A0010,928,185,1113
2303A0020,1248,97,1345
2303A0030,1402,139,1541
2303C1010,897,278,1175
2305A0010,894,64,958
2305A0020,1028,222,1250
2305A0030,1082,131,1213
2305A0040,1141,87,1228
2305C1010,1141,372,1513
2309A0010,1302,63,1365
2309A0020,1063,29,1092
2309A0030,1617,125,1742
2309A0040,1874,165,2039
2309A0050,1392,168,1560
2309B2010,1448,110,1558
2309B2020,1624,114,1738
2309B3010,1093,194,1287
2309C1010,1236,55,1291
2309C1020,1541,319,1860
2313A0010,1524,165,1689
2313A0020,1869,211,2080
2313A0030,1536,144,1680
2313A0040,668,111,779
2313B2010,968,183,1151
2313C1010,1292,635,1927
2313C1020,991,73,1064
2313C1030,940,87,1027
2321A0010,1081,67,1148
2321A0020,1609,190,1799
2321A0030,1551,335,1886
2321A0040,1107,145,1252
2321B2010,2165,257,2422
2321B2020,1841,270,2111
2321C1010,1290,422,1712
2326A0010,966,101,1067
2326A0020,1078,58,1136
2326A0030,821,89,910
2326A0040,1062,64,1126
2326A0050,1726,79,1805
2326C1010,755,377,1132
2361A0010,1193,78,1271
2361A0020,860,126,986
2361A0030,1558,146,1704
2361A0040,1100,127,1227
2361B2010,846,138,984
2361B3010,974,145,1119
2361C1010,1187,256,1443
2361C1020,1138,313,1451
2380A0010,2225,122,2347
2380A0020,1579,88,1667
2380A0030,1388,65,1453
2380A0040,2292,107,2399
2380A0050,1100,55,1155
2380B2010,1103,155,1258
2380C1010,1652,136,1788
2380C1020,1042,98,1140
2380C1030,1280,167,1447
2380C1040,2368,394,2762
2380C1050,2061,111,2172
2380C1060,1932,317,2249
2380C1070,785,212,997
2380C1080,1570,202,1772
2380C1090,1117,820,1937
2380C1100,1750,244,1994
2380C1110,1567,101,1668
2380C1120,1685,246,1931
2380C1130,1188,216,1404
2380C1140,1896,388,2284
2380C1150,1299,120,1419
2380C1160,1311,299,1610
2380C1170,1431,354,1785
2380C1180,2097,214,2311
2380C1190,1067,465,1532
2380C1200,1218,406,1624
2380C1210,1453,152,1605
2380C1220,1072,293,1365
2380C1230,1178,134,1312
2380C1240,1465,86,1551
2380C1250,1194,112,1306
2380C1260,1603,157,1760
2380C1270,1915,257,2172
2380C1280,1411,187,1598
2380C1290,2430,419,2849
2380C1300,1339,227,1566
2380C1310,1402,123,1525
2401A0010,1475,87,1562
2401A0020,1329,84,1413
2401B2010,1212,181,1393
2401C1010,649,77,726
2401C1020,1620,352,1972
2403A0010,1280,86,1366
2403C1010,791,215,1006
2404A0010,1210,87,1297
2404A0020,1428,190,1618
2404C1010,2169,420,2589
2409A0010,1797,149,1946
2409A0020,1163,118,1281
2409A0030,1399,142,1541
2409C1010,1599,392,1991
2417A0010,1709,224,1933
2417C1010,1782,232,2014
2418A0010,874,117,991
2418C1010,907,107,1014
2418C1020,827,201,1028
2421A0010,1924,160,2084
2421A0020,1383,144,1527
2421C1010,1056,213,1269
2421C1020,765,102,867
2422A0010,1105,178,1283
2422C1010,974,179,1153
2425A0010,1030,56,1086
2425C1010,1165,162,1327
2460A0010,2298,146,2444
2460C1010,1796,289,2085
2460C1020,967,125,1092
2460C1030,1139,269,1408
2460C1040,1848,86,1934
2462A0010,1039,69,1108
2462A0020,1875,84,1959
2462C1010,871,98,969
2462C1020,1493,155,1648
2462C1030,512,197,709
2463A0010,835,163,998
2463C1010,1552,232,1784
2480A0010,2001,134,2135
2480A0020,1513,122,1635
2480A0030,1567,152,1719
2480A0040,2100,109,2209
2480A0050,1180,68,1248
2480A0060,2407,168,2575
2480A0070,1581,89,1670
2480A0080,2371,110,2481
2480A0090,1239,78,1317
2480B2010,2065,195,2260
2480B2020,1788,171,1959
2480B2030,1908,249,2157
2480B2040,1637,352,1989
2480B3010,1496,102,1598
2480B3020,1471,94,1565
2480B4010,1222,106,1328
2480B4020,1282,55,1337
2480B5010,1336,66,1402
2480C1010,1283,89,1372
2480C1020,1813,422,2235
2480C1030,2106,206,2312
2480C1040,2310,266,2576
2480C1050,1275,618,1893
2480C1060,1532,358,1890
2480C1070,1039,742,1781
2480C1080,2153,263,2416
2480C1090,2805,778,3583
2480C1100,2229,286,2515
2480C1110,1028,1013,2041
2480C1120,1173,1463,2636
2480C1130,1683,230,1913
2480C1140,1835,355,2190
2480C1150,1567,195,1762
2480C1160,1623,772,2395
2480C1170,1986,193,2179
2480C1180,1408,491,1899
2480C1190,1658,275,1933
2480C1200,1309,386,1695
2480C1210,1505,254,1759
2480C1220,1626,309,1935
2480C1230,1518,512,2030
2480C1240,865,254,1119
2480C1250,1475,216,1691
2480C1260,1893,186,2079
2480C1270,1017,198,1215
2480C1280,2266,286,2552
2480C1290,1342,168,1510
2480C1300,1995,244,2239
2480C1310,1681,130,1811
2480C1320,1339,119,1458
2480C1330,1496,127,1623
2480C1340,1347,557,1904
2480C1350,1339,225,1564
2480C1360,1227,93,1320
2480C1370,1350,344,1694
2480C1380,1979,380,2359
2480C1390,901,112,1013
2480C1400,1866,218,2084
2480C1410,1171,299,1470
2480C1420,1058,99,1157
2480C1430,1064,725,1789
2480C1440,2162,285,2447
2480C1450,1780,122,1902
2480C1460,1411,173,1584
2480C1470,1170,307,1477
2480C1480,765,384,1149
2480C1490,1517,689,2206
2480C1500,1792,504,2296
2480C1510,1324,1104,2428
2480C1520,1481,90,1571
2481A0010,822,54,876
2481A0020,1882,77,1959
2481A0030,662,116,778
2481C1010,1104,136,1240
2481C1020,1667,295,1962
2481C1030,1345,332,1677
2481C1040,1716,123,1839
2481C1050,1364,548,1912
2482A0010,905,253,1158
2482A0020,906,97,1003
2482A0030,1092,82,1174
2482A0040,1160,128,1288
2482A0050,1434,61,1495
2482A0060,1481,68,1549
2482A0070,1073,66,1139
2482A0080,1450,55,1505
2482A0090,1375,102,1477
2482A0100,1781,58,1839
2482A0110,1364,92,1456
2482A0120,1017,198,1215
2482B2010,946,82,1028
2482B2020,1256,106,1362
2482B2030,804,61,865
2482B3010,937,231,1168
2482B3020,1325,125,1450
2482B4010,1549,228,1777
2482B5010,1127,542,1669
2482B6010,1411,278,1689
2482C1010,1264,440,1704
2482C1020,1493,117,1610
2482C1030,1186,336,1522
2482C1040,1266,127,1393
2482C1050,1172,168,1340
2482C1060,2146,133,2279
2482C1070,1173,129,1302
2482C1080,1231,64,1295
2482C1090,1276,281,1557
2482C1100,1360,118,1478
2482C1110,1191,500,1691
2482C1120,1863,146,2009
2482C1130,1047,305,1352
2482C1140,1430,120,1550
2482C1150,1582,265,1847
2482C1160,1088,178,1266
2482C1170,1157,138,1295
2482C1180,1557,189,1746
2482C1190,1308,272,1580
2482C1200,1660,140,1800
2482C1210,1373,177,1550
2482C1220,1068,560,1628
2482C1230,1010,124,1134
2482C1240,1371,145,1516
2482C1250,1265,115,1380
2482C1260,1187,100,1287
2482C1270,1437,335,1772
2482C1280,1584,176,1760
2482C1290,1914,333,2247
2482C1300,1037,169,1206
2505A0010,1440,216,1656
2505C1010,1217,142,1359
2505C1020,1432,80,1512
2505C1030,1346,238,1584
2506A0010,874,131,1005
2506C1010,1467,195,1662
2510A0010,737,151,888
2510A0020,1015,126,1141
2510C1010,957,251,1208
2510C1020,1366,157,1523
2513A0010,1527,155,1682
2513C1010,1161,317,1478
2514A0010,1304,103,1407
2514A0020,1259,259,1518
2514A0030,958,70,1028
2514A0040,1191,158,1349
2514B2010,859,150,1009
2514C1010,867,125,992
2514C1020,949,115,1064
2514C1030,1549,475,2024
2514C1040,1520,364,1884
2514C1050,1489,267,1756
2514C1060,1531,167,1698
2518A0010,579,230,809
2518A0020,669,178,847
2518A0030,611,162,773
2518C1010,1044,646,1690
2521A0010,670,118,788
2521A0020,708,76,784
2521A0030,754,104,858
2521A0040,1271,203,1474
2521C1010,1561,418,1979
2523A0010,853,97,950
2523A0020,884,69,953
2523A0030,1694,205,1899
2523B2010,1137,94,1231
2523C1010,2211,348,2559
2523C1020,1560,331,1891
2523C1030,1613,484,2097
2523C1040,1748,138,1886
2523C1050,1331,132,1463
2523C1060,1345,101,1446
2523C1070,307,28,335
2523C1080,582,128,710
2560A0010,1219,89,1308
2560A0020,1350,192,1542
2560C1010,1041,150,1191
2560C1020,1514,183,1697
2560C1030,1800,373,2173
2580A0010,1143,97,1240
2580A0020,907,64,971
2580A0030,1184,90,1274
2580A0040,1859,125,1984
2580A0050,1425,83,1508
2580A0060,1735,152,1887
2580A0070,1472,112,1584
2580A0080,1849,148,1997
2580B2010,1765,278,2043
2580B3010,878,53,931
2580B3020,751,51,802
2580C1010,1377,184,1561
2580C1020,1200,419,1619
2580C1030,2015,152,2167
2580C1040,1062,384,1446
2580C1050,1933,213,2146
2580C1060,1228,445,1673
2580C1070,1800,292,2092
2580C1080,1551,188,1739
2580C1090,1134,340,1474
2580C1100,1047,138,1185
2580C1110,1458,265,1723
2580C1120,1790,259,2049
2580C1130,1109,156,1265
2580C1140,1354,188,1542
2580C1150,1285,488,1773
2580C1160,1378,540,1918
2580C1170,1405,282,1687
2580C1180,1888,241,2129
2580C1190,2502,408,2910
2580C1200,1344,181,1525
2580C1210,1614,213,1827
2580C1220,1403,819,2222
2580C1230,1594,389,1983
2580C1240,993,100,1093
2580C1250,1148,109,1257
2580C1260,1061,113,1174
2580C1270,1337,677,2014
2580C1280,1723,266,1989
2580C1290,2726,456,3182
2580C1300,1324,651,1975
2580C1310,1270,489,1759
2580C1320,1740,153,1893
2580C1330,1639,172,1811
2580C1340,1731,248,1979
2580C1350,1156,86,1242
2581A0010,1129,64,1193
2581A0020,1183,47,1230
2581A0030,1406,45,1451
2581A0040,1227,49,1276
2581A0050,948,73,1021
2581A0060,1220,39,1259
2581A0070,1665,89,1754
2581B2010,885,39,924
2581B2020,912,107,1019
2581B3010,1682,188,1870
2581B4010,1280,55,1335
2581C1010,1822,163,1985
2581C1020,1390,70,1460
2581C1030,959,102,1061
2581C1040,1101,57,1158
2581C1050,1347,90,1437
2581C1060,1295,121,1416
2581C1070,1158,67,1225
2581C1080,1442,203,1645
2581C1090,2329,283,2612
2581C1100,1601,221,1822
2581C1110,1678,192,1870
2581C1120,1478,174,1652
2581C1130,1608,178,1786
2581C1140,1600,135,1735
2581C1150,1995,251,2246
2581C1160,1038,218,1256
2581C1170,1427,237,1664
2582A0010,1900,121,2021
2582A0020,1587,128,1715
2582A0030,1113,166,1279
2582B2010,1949,220,2169
2582B2020,1286,131,1417
2582C1010,1764,127,1891
2582C1020,892,92,984
2582C1030,1023,59,1082
2582C1040,1542,270,1812
2582C1050,1121,723,1844
2582C1060,980,155,1135
2582C1070,1157,151,1308
2582C1080,2444,158,2602
2582C1090,1008,258,1266
2582C1100,1257,219,1476
2582C1110,1241,106,1347
2582C1120,1175,314,1489
2582C1130,1125,86,1211
2583A0010,1313,705,2018
2583A0020,604,304,908
2583C1010,430,335,765
2583C1020,615,923,1538
2583C1030,905,1426,2331
2583C1040,685,1095,1780
2584A0010,1172,269,1441
2584A0020,1378,200,1578
2584A0030,846,141,987
2584A0040,976,159,1135
2584C1010,1481,150,1631
2584C1020,1913,316,2229
2584C1030,1275,335,1610
2584C1040,885,167,1052
2584C1050,1230,401,1631
2584C1060,1002,222,1224
2584C1070,1910,290,2200
2584C1090,1618,385,2003
2584C1100,875,209,1084
2584C1110,997,178,1175
2584C1130,1238,205,1443